,branch-load-misses_mean,branch-load-misses_std,branch-load-misses_max,branch-load-misses_med,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_med,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_med,branches_mean,branches_std,branches_max,branches_med,bus-cycles_mean,bus-cycles_std,bus-cycles_max,bus-cycles_med,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_med,cache-references_mean,cache-references_std,cache-references_max,cache-references_med,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_med,dTLB-load-misses_mean,dTLB-load-misses_std,dTLB-load-misses_max,dTLB-load-misses_med,dTLB-loads_mean,dTLB-loads_std,dTLB-loads_max,dTLB-loads_med,dTLB-store-misses_mean,dTLB-store-misses_std,dTLB-store-misses_max,dTLB-store-misses_med,dTLB-stores_mean,dTLB-stores_std,dTLB-stores_max,dTLB-stores_med,instructions_mean,instructions_std,instructions_max,instructions_med,iTLB-load-misses_mean,iTLB-load-misses_std,iTLB-load-misses_max,iTLB-load-misses_med,iTLB-loads_mean,iTLB-loads_std,iTLB-loads_max,iTLB-loads_med,L1-dcache-load-misses_mean,L1-dcache-load-misses_std,L1-dcache-load-misses_max,L1-dcache-load-misses_med,L1-dcache-loads_mean,L1-dcache-loads_std,L1-dcache-loads_max,L1-dcache-loads_med,L1-dcache-stores_mean,L1-dcache-stores_std,L1-dcache-stores_max,L1-dcache-stores_med,L1-icache-load-misses_mean,L1-icache-load-misses_std,L1-icache-load-misses_max,L1-icache-load-misses_med,LLC-load-misses_mean,LLC-load-misses_std,LLC-load-misses_max,LLC-load-misses_med,LLC-loads_mean,LLC-loads_std,LLC-loads_max,LLC-loads_med,LLC-store-misses_mean,LLC-store-misses_std,LLC-store-misses_max,LLC-store-misses_med,LLC-store_mean,LLC-store_std,LLC-store_max,LLC-store_med,node-loads_mean,node-loads_std,node-loads_max,node-loads_med,node-stores_mean,node-stores_std,node-stores_max,node-stores_med
cache-references_mean,0.34569252556066626,0.15926649085323924,0.2905445448506899,0.3411571336476696,0.34389023388797807,0.17005989215276035,0.21722095434905597,0.3591598057307286,0.34569243065901073,0.1592689177566536,0.2905486534360657,0.3411579159267185,0.3398926662170722,0.16528002263974625,0.17479242753361077,0.3576842615490368,0.7368976677643583,0.07291670815580194,0.5611654165194554,0.7408636597673058,0.8374566793936895,0.6801975742370877,0.6901442021601004,0.8083531562044228,,0.8394904328583063,0.8299263983528362,0.9726965841050225,0.7111723903610843,0.2874779664313559,0.48522114228821406,0.716991280142107,0.7378929126192187,0.7096974962887355,0.7188191853943569,0.6935763243278426,0.43901188856596046,0.32537645911042923,0.4063270598617641,0.4285368879350381,0.8127672083247406,0.6773521621152586,0.5418411706254701,0.7894083577629266,0.5796581356638295,0.33828826050754257,0.4213380417286359,0.5839479747073636,0.4938321963393538,0.3416891203397594,0.33690136565439494,0.49910348906471286,0.7620477325813823,0.6348125061452208,0.540071796119823,0.7023711243021891,0.8719841163725616,0.7165350966734745,0.6773959679451229,0.8385394405805003,0.9060229733101426,0.6440114978959948,0.6142030921799065,0.8889315237350356,0.43462598574085837,0.32935029191246223,0.3967973208913522,0.42632430252740416,0.5750527836347535,0.34187392457482635,0.41295209496985447,0.5774942529448868,0.963031233765115,0.7891897079203397,0.8085239514367536,0.9235475807953697,0.78701267834734,0.5362183120921064,0.44320145689351387,0.7581272696729224,0.9608415015747186,0.7578465550948544,0.6269130589085972,0.931794171416123,0.7861382739425685,0.6665611945161046,0.5904110766794225,0.7626209928353298,0.9099090184787424,0.66812671358329,0.6611468684465225,0.9121597075054155,0.7925206300265745,0.5054010723143928,0.4699568049228819,0.7676825829110299,0.7749784510321771,0.6287957649773436,0.5869230200498081,0.7628342233907671
cache-references_std,0.3691774464131792,0.29487034823303565,0.3665011374078647,0.3005201052807494,0.3128530510122644,0.26866607201928333,0.25662916038672906,0.3174639616699465,0.369177751355362,0.29487296289236287,0.36650425834155326,0.3005143024718358,0.3105590616486034,0.26058899932777635,0.21377578522000473,0.3179867322373498,0.6635813149830884,0.3030434498650514,0.5962483663593765,0.6659601368462308,0.7604765685939519,0.765915480839649,0.760106089950199,0.7490155309119201,0.8394904328583063,,0.9292270426711358,0.7318454749603083,0.6375638598916076,0.45482167742516005,0.5274069881263441,0.6246704553081933,0.5126268339369913,0.6870985505855196,0.6657774571447989,0.4494444108305503,0.3955357469716987,0.3946237877434559,0.43570689507305177,0.36709013576002003,0.6075160845222428,0.6338498332449627,0.4711133909143565,0.590324448507245,0.4958926286610646,0.4180528626565828,0.45008871388209,0.47667817405060225,0.43542141501822373,0.4025541821661276,0.35585987467578384,0.42982533305208653,0.5347273882816402,0.6367805419221482,0.5239241127595855,0.445782690631079,0.7833222762487907,0.8259537811207761,0.7481579523406742,0.6230780064440683,0.7272171875102447,0.7890937061012009,0.6977539252204074,0.6801324673575978,0.393989020490276,0.39506649392233245,0.4241931028796099,0.36964829215869377,0.4927919678943003,0.41660501355160284,0.4386378797663601,0.4747510670399836,0.8338685093798663,0.9275398926375801,0.8781345797218826,0.6802070665061458,0.7227450020044006,0.6018986629863565,0.5162786193651868,0.7013359654525697,0.7854765668901643,0.9006873684633742,0.7277273445209986,0.6875723589812983,0.7077609246616455,0.6664719224188206,0.6160310781821906,0.7000849064488199,0.7854565144864607,0.709588496642971,0.68302546887793,0.795852923448024,0.7248126329901102,0.566149529822018,0.5484530601280063,0.72395903167505,0.6924634641930271,0.6268605742272509,0.6081072875427017,0.7115172850726121
cache-references_max,0.35873126123418614,0.33681362167420437,0.43168248553227767,0.27914102467669016,0.32733767398156133,0.30820306224867317,0.3145496437019199,0.31957084347523274,0.35873190019925577,0.3368167404885082,0.43168316086195574,0.2791317290317321,0.3225465496239275,0.3003388944230614,0.2687576648685147,0.3181809311139574,0.6993364874691003,0.3512004190032509,0.6728216419336868,0.6934016093415047,0.7757991095490226,0.6773143889944516,0.7761843536620451,0.7741631508360177,0.8299263983528361,0.9292270426711358,,0.7353882377263653,0.6546439830002854,0.5227494702188595,0.6082801530081976,0.6308294283759134,0.5015335394034637,0.6460234803642949,0.7010831373318341,0.4302595274682962,0.437824449749804,0.4697753975287122,0.5197997826784333,0.3964383663373994,0.6060784501266783,0.6015849888153457,0.48474068739952325,0.5835438434731887,0.5293866559998132,0.4691275412449085,0.5115014170829745,0.5051926397257421,0.4698091303234308,0.47413301228453164,0.4344740373315545,0.4525316107924192,0.5241200430739857,0.6086715349274845,0.5580817833211812,0.42794545833972136,0.7702375377195783,0.7761874183609078,0.7503477975823963,0.6437655652573987,0.721553885270234,0.7262107337812204,0.7459941513495438,0.6743626496038335,0.4360593518980961,0.467403875105733,0.5021875888938355,0.4008986860705291,0.5271564067459229,0.4665553368052929,0.4951274449966638,0.5030454239731957,0.8230489104946606,0.8830251914539634,0.9252779987805351,0.686876827278495,0.7413006548942782,0.533330346981984,0.4998721618747849,0.7368532575717527,0.7779558289395871,0.864398463595372,0.8102432288267551,0.6841853980670539,0.7230613608127295,0.6328545322048091,0.6203131266922589,0.7421596009286845,0.7830175441434324,0.6409980871137285,0.6771420455698971,0.809668848118688,0.7431298664132512,0.49842767487879563,0.5482413212154386,0.752427550369911,0.7102543255410498,0.5854477302945924,0.608102019973922,0.7497306176348215
cache-references_med,0.2877075649009944,0.11855591374693301,0.2522410680000552,0.30177782790379853,0.32458748851454355,0.1521815699956698,0.20558777806785877,0.34016115517478074,0.28770741427844676,0.11855842737584556,0.2522497751133167,0.30178076122145,0.3212467977091182,0.14798536347045052,0.1664587381397549,0.3390819565107216,0.6908035962239386,0.02574646642137669,0.5040126012344097,0.6995348490975452,0.8059884057613312,0.6182058409995249,0.6340807397120032,0.7795908347433858,0.9726965841050224,0.7318454749603083,0.7353882377263652,,0.6641566060233378,0.239216229193124,0.4376713558797258,0.6776695259437762,0.7654195070778772,0.7105520220248551,0.7107028902640304,0.7381693444690067,0.4156517237029706,0.30285653729451634,0.3822029110267562,0.40609621876732843,0.8319959190345547,0.6841550557792903,0.5539963482883754,0.8155124296203834,0.55293737816294,0.32097987497006136,0.40935744019657433,0.5571202346844859,0.4739344867460324,0.3301110908963172,0.3287183346146629,0.4770367160735144,0.7869798456575097,0.6284904263505625,0.5284285675289222,0.7490844821068333,0.8103428856524149,0.605677474884701,0.5820610389340577,0.8419113764497992,0.8965053159892272,0.5775481548062301,0.5612203535553112,0.9049428557724597,0.41018338043878944,0.3071168718209821,0.37390403041021625,0.4018173800054674,0.5476990927375154,0.3253610185930413,0.4025770371297379,0.5484961391623359,0.9224267215039026,0.6885649958930817,0.7204306824291984,0.9418513764539809,0.7628712377763934,0.49217344871691454,0.3996115069958464,0.7365226541440011,0.9469403728273554,0.6773659388513963,0.5636673177835039,0.9592554618909827,0.7617454811406381,0.6317115054478724,0.5565808903324336,0.7337627223167857,0.8857398678662172,0.617824071520532,0.6215622660861868,0.8899397088897882,0.7664565741115816,0.4646508490273553,0.42414658552237544,0.738630255730536,0.7509216161552625,0.5976773812942917,0.5611311984885207,0.7305148165311842
cpu-cycles_mean,0.7901216677569473,0.4015095674830532,0.5454056167642644,0.7387788544827394,0.685108537205797,0.3823729362094285,0.45244026108661967,0.6783414740389617,0.7901213246661472,0.4015113106113634,0.5453953646208378,0.7387823273012588,0.6801959886304428,0.37072071562716585,0.39265128634624585,0.675792833899409,0.985021530403119,0.06796586421296771,0.6880514035497415,0.9699844354544834,0.7149792104232338,0.6312204470076143,0.5871126768483904,0.6664825332554889,0.7111723903610843,0.6375638598916076,0.6546439830002854,0.6641566060233379,,0.33264834664644677,0.6378805308245695,0.9668280443626589,0.41234482552674734,0.42906056142199467,0.44982946836907595,0.3753774804925683,0.7824426395732083,0.5241361740504766,0.6187181819179656,0.7526526431138812,0.49884744866822206,0.4751735998447178,0.402049845954366,0.46482746700846994,0.8760957547647849,0.5120975821905357,0.5961355453227607,0.8602769349872451,0.825788183024391,0.5023506916959781,0.5084318065813179,0.813139503671777,0.42669572913890547,0.3995401656545028,0.3639548518221329,0.37574051376123485,0.6992101688921645,0.6232179682055722,0.626249611856596,0.6251642004614791,0.6531029990290453,0.5275721043347976,0.4872125802876597,0.6233693640307069,0.7815514007771989,0.5221445604422612,0.6047944074569452,0.7550241569035191,0.8765974399873664,0.507154269496195,0.5810609315283031,0.8597551331389622,0.6962387667741793,0.6229717903288209,0.6480063757132625,0.6253177157997362,0.6692576746675329,0.4713220995827692,0.36120785211112894,0.6372403066072039,0.6567746133249824,0.5592744894757014,0.4896857492861204,0.6164537138974627,0.6788986999111918,0.6422324962162087,0.5314289858137863,0.617101101199223,0.7243445552958111,0.6479336729956724,0.5835883180105592,0.6819479329775546,0.6861562612388147,0.4342611248646739,0.382008516953345,0.657245174000225,0.674350069770081,0.6104290527122023,0.5069045842864556,0.6254765408507442
cpu-cycles_std,0.31900224459127197,0.7844199364549133,0.6817202748144725,0.03332811288474174,0.11111734859326843,0.5058370349159104,0.3274343188309402,0.04564409312122979,0.31900449097935485,0.7844213631274283,0.6817063638528095,0.03332806102752186,0.10964034596116289,0.4903524344129419,0.26636436385244167,0.04689800568537423,0.3784663770797641,0.9313245888032758,0.6498561078839954,0.3450359019044691,0.38149973007867116,0.34838338142234515,0.4720818968052226,0.4047327586314494,0.2874779664313559,0.45482167742516,0.5227494702188595,0.23921622919312396,0.3326483466464468,,0.6717020242160827,0.2223372698849371,0.08626159640045819,0.2835157293641002,0.34196215946609765,0.03474940377377903,0.2348557372135733,0.6666156599372707,0.4903532408103473,0.10914188186300203,0.16393244609599533,0.2780564593523199,0.2860595945555491,0.15077425930634003,0.2863222125447388,0.5970248446171351,0.4605908858276288,0.19151515692512366,0.23565673336313922,0.6768316682758989,0.4264603176538223,0.1440048641556587,0.09332530218597195,0.29749417939804434,0.30678113940957413,0.021924184117831997,0.27679995318718276,0.3803260356455214,0.3843831795933761,0.18917132188101524,0.24693971916556814,0.46200403019365516,0.5639604732031122,0.21586177275552237,0.23141141969736448,0.6558038021641086,0.47080966213268344,0.11288033568275496,0.2836770547417607,0.5866422889056345,0.4374549408817077,0.19191253165713168,0.29652599258457946,0.4742870544963437,0.5050090795155995,0.1929001672169701,0.392485028540803,0.2744794907904544,0.30590715846658867,0.4225596696722718,0.26457182967151605,0.495716302587428,0.5593237511898886,0.19356531627594945,0.3444688696642606,0.3298688461715341,0.41940981464552496,0.3827590496310438,0.311555936443082,0.31142710053537553,0.4085396334154995,0.34816801620243076,0.3802721210160889,0.25934889896737445,0.36877127695275946,0.41610431017576593,0.32686044220587174,0.2897239471253846,0.4048306571503321,0.3839168304915884
cpu-cycles_max,0.5227359372275471,0.5695283297602909,0.6995462386082546,0.3651890456960417,0.3982920292445514,0.449722171443583,0.4772195858669767,0.35180418637498506,0.5227371798442635,0.5695330055892135,0.6995419101112924,0.36518874055301564,0.3920415963849677,0.4319443097704914,0.40679670332327805,0.3497437223942781,0.6774128237766054,0.501014859790167,0.9324066558909102,0.6301735496018386,0.5252941252887777,0.43069074141743213,0.5210189703010981,0.516876267086845,0.48522114228821406,0.5274069881263441,0.6082801530081976,0.4376713558797257,0.6378805308245694,0.6717020242160827,,0.5501045415266808,0.2574113891130433,0.36958357846428413,0.4326994893567528,0.2124372688649209,0.48464368435725125,0.5696293149574058,0.6034981492094668,0.405321384634744,0.3292136104113985,0.3716612027563847,0.34373841846111514,0.30907134885030985,0.5493311573251374,0.5228575694513248,0.5648326016806542,0.48886031545700576,0.5043812444962574,0.5571452314623923,0.5270394596063581,0.4472730649899329,0.26841957776746656,0.35550075502087924,0.3537582267523058,0.2061968899395882,0.47467768992874776,0.4912608586929107,0.5052424703095609,0.39053898159400097,0.4318889365161979,0.4646897318178954,0.5458311944431864,0.40212445206774544,0.4815575876641229,0.5612805809406867,0.5837308378634136,0.4061869669604583,0.5462782082469674,0.5127177452163065,0.5436508687308251,0.4864768468908879,0.4838094261880641,0.5447353565867793,0.6027875414374781,0.39063928648798907,0.4986616616090175,0.30038253562402645,0.2926215066449181,0.5092375456647087,0.4512141676229551,0.5206372449047305,0.5578252151558281,0.3960849765348439,0.45722739109237603,0.4027569373543594,0.4372862053177143,0.4729356972523807,0.4721157655893197,0.39189148534688556,0.4540341003642251,0.4888839196897713,0.49981337846172386,0.2768482271068606,0.35384545920132193,0.5119530662967559,0.4470582145371332,0.3610629756710299,0.4228094993178967,0.4769381280416086
cpu-cycles_med,0.7252830872338933,0.27085760087689753,0.4269812637120288,0.7515172612403992,0.6542989808056575,0.3089742887521752,0.3888890141523324,0.6789733064050715,0.72528249074202,0.2708592553275658,0.42697326348846165,0.7515213064530316,0.6499963272879141,0.29973134046254235,0.3387749125651481,0.6775966887771006,0.9495456346353673,-0.0342739924200011,0.6110764595235962,0.9740697359201167,0.7231395553475145,0.622207411050424,0.5642782104139464,0.6770789736315238,0.716991280142107,0.6246704553081933,0.6308294283759135,0.6776695259437762,0.9668280443626589,0.22233726988493713,0.5501045415266808,,0.4044767137094009,0.40903661497242677,0.42918027127436814,0.37232139757791954,0.7577845362190306,0.44816377982390454,0.5563144711325372,0.7703169032224491,0.49547654181351447,0.4566258979672856,0.3832340080284513,0.4633250407282946,0.860138921181302,0.4611129284327482,0.5486621611526193,0.8811094317399252,0.8047086711708729,0.4391976919340114,0.4582460172186667,0.8289361473822247,0.41852329037575076,0.37543136958971945,0.33884862670007243,0.37458482450044617,0.7113491300766337,0.6270011163379319,0.6305952889455132,0.6478122249430326,0.6493806617003404,0.48556207089499576,0.4167490886866242,0.6299518808810177,0.7567373585181871,0.4487371190563487,0.5459428256487227,0.772468331390111,0.8606462669232604,0.4586364702881957,0.5388380934377651,0.8812076670201376,0.7044779000149862,0.6150608879040819,0.6331846455799933,0.6468198566916247,0.6786039457792701,0.46738547680595993,0.34485614116231444,0.6494179764656381,0.6529745417657468,0.523527915225237,0.433572789851354,0.6231363868396317,0.6939121677281529,0.6449559294050825,0.517111093062162,0.6324323078744257,0.738654387428932,0.6523411030399395,0.5722973995544242,0.6962184172961557,0.6983251326574941,0.4288677832949774,0.3571005857623972,0.6716899960307258,0.6911752188021015,0.6127371698150745,0.4965800215937311,0.639665398400919
dTLB-load-misses_mean,0.15253764115635493,0.08917416520005249,0.1854898185411167,0.14388318697522212,0.17073552578646944,0.053629378465128386,0.12044792798750824,0.1746866187891629,0.15253776542315983,0.08917652358566623,0.18550316857435512,0.14387766120737672,0.16967633305692215,0.04497241989525436,0.08628391526820287,0.17485179132212472,0.41860834358946036,-0.03151692404446603,0.2816865909653853,0.41622246108391625,0.4171987310900565,0.36766279199016755,0.33434484243294976,0.39535076307067135,0.7378929126192187,0.5126268339369912,0.5015335394034637,0.7654195070778771,0.4123448255267474,0.08626159640045819,0.25741138911304334,0.40447671370940097,,0.8316489810974655,0.7923603043968074,0.9875620266040062,0.20288189093718065,0.14548812403705152,0.21438375415743666,0.19334814168867268,0.9404357009332236,0.7115396682698665,0.5736112182924048,0.9434042843841552,0.3163539742260265,0.16054757703429434,0.24625132586653883,0.31275749590974067,0.24109483424993725,0.1420241377576174,0.17231957904849463,0.23815633205655615,0.9915274633403133,0.6560434805777778,0.518467290150809,0.9800875950785256,0.42622392542646587,0.3039147390456645,0.2982606441313378,0.43574092698758293,0.8163450968337667,0.48772328511157825,0.4817950662744707,0.8153267017943464,0.2006390439346453,0.14508712009046945,0.21167995648905896,0.19250647582820063,0.3145490435276954,0.1600558741713668,0.24271916436331656,0.3105003314908859,0.6772347645533172,0.4436334903607222,0.4770994420738807,0.7120729774534746,0.3971143005254927,0.28615638104691093,0.21926499257117396,0.37352801151086185,0.8405370651506033,0.5724274950829049,0.46752865711618885,0.8572080910202066,0.38721128089429724,0.34122910666329426,0.2763961830078577,0.3503283756836435,0.5671499611921744,0.35533126988356184,0.34269738359556534,0.5704435685741247,0.39363179726733744,0.2774906208031583,0.23256903946663546,0.37237113753886814,0.39034564526560633,0.32777604077291217,0.27606930337667906,0.37076378222596
dTLB-load-misses_std,0.1842079351059012,0.1950976272571766,0.2744582226489804,0.13955317658438593,0.1865840136552948,0.17228675837188095,0.20319564464639991,0.18177544110858732,0.18420826540730714,0.19510102428773538,0.2744798094872468,0.1395429555684254,0.18702056157624813,0.16042486313483614,0.1663964139806179,0.18420425173693322,0.45072066213463025,0.1851140157641656,0.387667957234472,0.4534497129095899,0.5048816768156638,0.5088041190541697,0.5032964941480145,0.5041853513955762,0.7096974962887355,0.6870985505855196,0.6460234803642949,0.7105520220248552,0.4290605614219947,0.28351572936410013,0.36958357846428413,0.40903661497242677,0.8316489810974655,,0.9275532892473749,0.795568437642164,0.22523276391395733,0.26536047624843523,0.32331849826593856,0.19635851652745903,0.824602416949687,0.8370262459703656,0.6328802569742259,0.8354056801272084,0.3310354016727413,0.31826148329787285,0.38839684657683166,0.3018755550040973,0.2676587788078142,0.2883903257575517,0.2831113536415913,0.2483790372201885,0.8290027497715375,0.8379193949516655,0.6326549864514603,0.7804705637896591,0.4670739705321302,0.44210709712077256,0.41572365685821344,0.4331975596240875,0.7531595386059577,0.6938193571392168,0.6289860287433824,0.7502035364726651,0.22592012151264232,0.2664253158087185,0.3191286411896341,0.19894850144961618,0.33320118549670813,0.3203547272684303,0.38445419416663223,0.3039676831740569,0.6789788424472545,0.6463491931306864,0.6377904236614882,0.65361070654134,0.4946255690538265,0.4092876758464596,0.3491402536328465,0.48527824307334966,0.7833011594132251,0.7406528720513068,0.5951755077565627,0.7698198251125422,0.45312359921172735,0.42963108599615885,0.4038464411066689,0.44352340749116054,0.5833436284051058,0.449984307010764,0.45552382291296767,0.6130549227771057,0.488694449697949,0.3959180636041993,0.3734694758404175,0.49007904947838804,0.4480299060054946,0.4024585667305745,0.40114886989921866,0.46685007771748255
dTLB-load-misses_max,0.17435104181181288,0.21013565199998976,0.31476149401379655,0.1306615162257625,0.20504450103241442,0.2121995867124563,0.25264824166097194,0.19613301131479757,0.17435161858460196,0.21013967817960133,0.3147744722952256,0.13065367333725825,0.20342184651619247,0.19938753301422296,0.2079554243694526,0.19742974743015632,0.4855885741439429,0.23260543592983082,0.45416158571418697,0.48652013970266395,0.5406318820327427,0.4891566379346287,0.5362586242108173,0.5444111577125527,0.7188191853943569,0.6657774571447989,0.7010831373318341,0.7107028902640304,0.44982946836907595,0.3419621594660976,0.43269948935675284,0.4291802712743681,0.7923603043968074,0.927553289247375,,0.7330491066534803,0.26797897773664553,0.3291095046883692,0.3875583277958344,0.23302602826636076,0.8057905783306161,0.7772938093558076,0.6546714510705186,0.79786454953113,0.3692763002756266,0.378238374740877,0.4378432421956053,0.33569800711996034,0.30655473643847503,0.3534038016501976,0.33993594012680445,0.28333124793430514,0.7936563715423385,0.7808673317876215,0.6713414489898681,0.7217099405671528,0.50002279197046,0.46252833892785317,0.46248271674648267,0.469576816525994,0.7516614765526036,0.6384601650648886,0.649701592202943,0.7350606056415592,0.27004873890219566,0.33075425506492184,0.38245149505965526,0.2383578272541004,0.37325727600833336,0.38077974472599857,0.4327226081334965,0.3387717575846892,0.6903896100264655,0.6433290731622119,0.7006374597751848,0.6551408643329292,0.5241399354392698,0.3833287021979709,0.3542344326617267,0.5240076374537551,0.7770978024923891,0.707624352066572,0.6351735119968985,0.7526439531410654,0.4972381926885482,0.45042721988356715,0.4560631718551368,0.5034591414375809,0.6094630744679138,0.44296262641176587,0.4975120718934451,0.6430857229481384,0.5191476593590354,0.36630016882005817,0.3887060406158985,0.5273680413481214,0.4901377990523759,0.4082544793119211,0.4384090571835536,0.5231454384504537
dTLB-load-misses_med,0.13228610259773252,0.06835960975200239,0.1567870965814509,0.12941087506052382,0.15364400898702202,0.026187191252191766,0.0973522606438696,0.1593343869570355,0.13228618927599053,0.06836157855563217,0.15680465037768374,0.12940592943393264,0.1531950477249889,0.019295558135106333,0.06762982815626299,0.15974423544438293,0.3767373093950621,-0.07723442936520623,0.23370867576297738,0.3744663446951381,0.3646375111158962,0.3129269718312431,0.27103442508982256,0.33887882021439003,0.6935763243278426,0.4494444108305503,0.43025952746829627,0.7381693444690067,0.3753774804925683,0.03474940377377903,0.21243726886492087,0.3723213975779196,0.9875620266040062,0.7955684376421641,0.7330491066534804,,0.18148229208620761,0.1150107063973202,0.180184966732207,0.1752482723439018,0.9186767900554849,0.6871431534785815,0.5425130505373887,0.9334250835134605,0.2885630624219411,0.12443908173853918,0.2137291073900185,0.2897307074672797,0.21634023369064012,0.10427732617422343,0.1425695659530149,0.2169718261850816,0.9762408162868442,0.6161772359314488,0.4714416932399809,0.9926820326623714,0.3751415629884784,0.240917451459926,0.23879475865792485,0.4044811034525941,0.7791508468260552,0.43945503970011346,0.42347769552874553,0.7915856022176037,0.1781829527722407,0.113961805704524,0.17789114523332794,0.17344089113728706,0.2851632087068889,0.12282047789339556,0.21046098284828618,0.28583394969693693,0.6254276916310375,0.3716394941328075,0.39877380791974576,0.6876638124845194,0.34417005211076623,0.2402925848388951,0.17295291911936195,0.31856517662074274,0.8015037165831259,0.5160629388242542,0.4090973526834847,0.836619949333867,0.3372199791852142,0.293676856582591,0.2258561690398183,0.2940256925534725,0.5202936395153369,0.31179651768839084,0.29147187261681484,0.5198131141652095,0.34138994945060813,0.23328758228438864,0.1831133768039423,0.31690841854368296,0.3433631237182826,0.2855069687991332,0.22554141346384027,0.3144668274713256
dTLB-loads_mean,0.47929229181951866,0.31432504310507764,0.4061059937701575,0.4279192674411645,0.8862744609888953,0.6330961584380216,0.6687557369373467,0.8728267988636401,0.47929226836975997,0.3143257243884985,0.4060970828025855,0.4279234268973237,0.8848228613608794,0.6317390978694749,0.6272390047431705,0.8715563181277766,0.7674921958294345,0.02815430000453544,0.5205993722069936,0.7542833299910535,0.48870548135832037,0.40825768041743193,0.39354138028437097,0.4616821654773911,0.4390118885659605,0.39553574697169863,0.437824449749804,0.41565172370297065,0.7824426395732083,0.2348557372135733,0.48464368435725125,0.7577845362190306,0.20288189093718065,0.22523276391395733,0.26797897773664553,0.18148229208620761,,0.7278751380252316,0.796275585950726,0.9692221356401292,0.2808553569095477,0.2852320612796031,0.2525335346478298,0.25757505957434884,0.7473624852146761,0.5766962929083708,0.6179063076465018,0.6991085041778864,0.9446862605793515,0.6248879967527365,0.6122237762246246,0.9207482917924711,0.20975900622746457,0.2191887424930923,0.22698994992456,0.1775117305462282,0.44756619231141065,0.4116887709633408,0.4313084590602326,0.3991157975026045,0.39352310554498876,0.3091418580378086,0.30581917722135205,0.3841834055487793,0.9946165518740021,0.7202775512317424,0.786135427997925,0.9618240257528499,0.739519226231932,0.5650210656866328,0.6060252184294466,0.6932800267473456,0.4186513894147489,0.39972336852493606,0.4419058789030522,0.36763998244282237,0.44625192106167316,0.2768642336901033,0.2254737703664132,0.4426588766943236,0.38330670700820685,0.32874029221863044,0.3167340411936986,0.36414774917183734,0.47428800990510633,0.4366890545034086,0.36263953334466326,0.44507260230511086,0.4793661510533051,0.43226359686950455,0.39161636521175275,0.4576637093140284,0.4562193833002763,0.24976583898776003,0.24291042416744696,0.44888212826433344,0.4665694949441964,0.4047176619313491,0.33370963708309126,0.4400105460201828
dTLB-loads_std,0.3148942135341045,0.6081300054953718,0.5940845760019418,0.11375745296653977,0.5657231793867934,0.7471465492966762,0.6203424675383902,0.5155532515334244,0.3148958099083451,0.608131506828705,0.594073188136532,0.11375497787913473,0.5683095304748417,0.7418844406993909,0.5712464387070423,0.5187382547715661,0.545698381824897,0.5359636491041191,0.5773883000311196,0.517758289392692,0.40631900793675263,0.33765999208057573,0.4173987462493169,0.4208357082327578,0.32537645911042923,0.3946237877434559,0.4697753975287123,0.30285653729451634,0.5241361740504766,0.6666156599372708,0.5696293149574057,0.44816377982390454,0.14548812403705152,0.26536047624843523,0.3291095046883692,0.1150107063973202,0.7278751380252315,,0.8954230999273398,0.6091897641499501,0.23513824871539182,0.29989198014928864,0.28390341834706817,0.22390282085334692,0.5189677407368732,0.823210697376545,0.7353935097318073,0.38279079979232505,0.6604980634612919,0.8797781540727763,0.6744978969541021,0.5692711096300179,0.1469735261966722,0.2596260668745118,0.2746507628327996,0.09824682070630067,0.31227224319618085,0.35982527894442384,0.3821569259637015,0.2558825175146357,0.29565544061787136,0.3786709032526519,0.4423014628132986,0.28556610428443346,0.7224686845668378,0.9792814426374236,0.869323187326466,0.5955799866963788,0.5121424420637307,0.7978725649837022,0.7082174968008671,0.3820368443073856,0.3183886309962254,0.42233145943202094,0.4736280686208238,0.24472662099404802,0.3905682777149633,0.2282667939612562,0.24256026291824737,0.42519583606000344,0.2950623437857986,0.39902683607314554,0.44432782047386554,0.2605899772248343,0.3836097826314422,0.3509511149329039,0.3744903072315124,0.40690983246990164,0.35944749470686466,0.326162276551658,0.37417167003455853,0.38787757280561536,0.3914582593748368,0.20133301894087652,0.2866570228924967,0.42555970791636244,0.3748944388166319,0.3085581465967208,0.34625261317597555,0.4105611765402903
