,cpu_atom_branch-load-misses__mean,cpu_atom_branch-load-misses__std,cpu_atom_branch-load-misses__max,cpu_atom_branch-load-misses__med,cpu_atom_branch-loads__mean,cpu_atom_branch-loads__std,cpu_atom_branch-loads__max,cpu_atom_branch-loads__med,cpu_atom_branch-misses__mean,cpu_atom_branch-misses__std,cpu_atom_branch-misses__max,cpu_atom_branch-misses__med,cpu_atom_branches__mean,cpu_atom_branches__std,cpu_atom_branches__max,cpu_atom_branches__med,cpu_atom_bus-cycles__mean,cpu_atom_bus-cycles__std,cpu_atom_bus-cycles__max,cpu_atom_bus-cycles__med,cpu_atom_cache-misses__mean,cpu_atom_cache-misses__std,cpu_atom_cache-misses__max,cpu_atom_cache-misses__med,cpu_atom_cache-references__mean,cpu_atom_cache-references__std,cpu_atom_cache-references__max,cpu_atom_cache-references__med,cpu_atom_cpu-cycles__mean,cpu_atom_cpu-cycles__std,cpu_atom_cpu-cycles__max,cpu_atom_cpu-cycles__med,cpu_atom_dTLB-load-misses__mean,cpu_atom_dTLB-load-misses__std,cpu_atom_dTLB-load-misses__max,cpu_atom_dTLB-load-misses__med,cpu_atom_dTLB-loads__mean,cpu_atom_dTLB-loads__std,cpu_atom_dTLB-loads__max,cpu_atom_dTLB-loads__med,cpu_atom_dTLB-store-misses__mean,cpu_atom_dTLB-store-misses__std,cpu_atom_dTLB-store-misses__max,cpu_atom_dTLB-store-misses__med,cpu_atom_dTLB-stores__mean,cpu_atom_dTLB-stores__std,cpu_atom_dTLB-stores__max,cpu_atom_dTLB-stores__med,cpu_atom_instructions_7_mean,cpu_atom_instructions_7_std,cpu_atom_instructions_7_max,cpu_atom_instructions_7_med,cpu_atom_iTLB-load-misses__mean,cpu_atom_iTLB-load-misses__std,cpu_atom_iTLB-load-misses__max,cpu_atom_iTLB-load-misses__med,cpu_atom_L1-dcache-loads__mean,cpu_atom_L1-dcache-loads__std,cpu_atom_L1-dcache-loads__max,cpu_atom_L1-dcache-loads__med,cpu_atom_L1-dcache-stores__mean,cpu_atom_L1-dcache-stores__std,cpu_atom_L1-dcache-stores__max,cpu_atom_L1-dcache-stores__med,cpu_atom_L1-icache-load-misses__mean,cpu_atom_L1-icache-load-misses__std,cpu_atom_L1-icache-load-misses__max,cpu_atom_L1-icache-load-misses__med,cpu_atom_LLC-loads__mean,cpu_atom_LLC-loads__std,cpu_atom_LLC-loads__max,cpu_atom_LLC-loads__med,cpu_atom_LLC-stores__mean,cpu_atom_LLC-stores__std,cpu_atom_LLC-stores__max,cpu_atom_LLC-stores__med,cpu_core_branch-load-misses__mean,cpu_core_branch-load-misses__std,cpu_core_branch-load-misses__max,cpu_core_branch-load-misses__med,cpu_core_branch-loads__mean,cpu_core_branch-loads__std,cpu_core_branch-loads__max,cpu_core_branch-loads__med,cpu_core_branch-misses__mean,cpu_core_branch-misses__std,cpu_core_branch-misses__max,cpu_core_branch-misses__med,cpu_core_branches__mean,cpu_core_branches__std,cpu_core_branches__max,cpu_core_branches__med,cpu_core_bus-cycles__mean,cpu_core_bus-cycles__std,cpu_core_bus-cycles__max,cpu_core_bus-cycles__med,cpu_core_cache-misses__mean,cpu_core_cache-misses__std,cpu_core_cache-misses__max,cpu_core_cache-misses__med,cpu_core_cache-references__mean,cpu_core_cache-references__std,cpu_core_cache-references__max,cpu_core_cache-references__med,cpu_core_cpu-cycles__mean,cpu_core_cpu-cycles__std,cpu_core_cpu-cycles__max,cpu_core_cpu-cycles__med,cpu_core_dTLB-load-misses__mean,cpu_core_dTLB-load-misses__std,cpu_core_dTLB-load-misses__max,cpu_core_dTLB-load-misses__med,cpu_core_dTLB-loads__mean,cpu_core_dTLB-loads__std,cpu_core_dTLB-loads__max,cpu_core_dTLB-loads__med,cpu_core_dTLB-store-misses__mean,cpu_core_dTLB-store-misses__std,cpu_core_dTLB-store-misses__max,cpu_core_dTLB-store-misses__med,cpu_core_dTLB-stores__mean,cpu_core_dTLB-stores__std,cpu_core_dTLB-stores__max,cpu_core_dTLB-stores__med,cpu_core_instructions_7_mean,cpu_core_instructions_7_std,cpu_core_instructions_7_max,cpu_core_instructions_7_med,cpu_core_iTLB-load-misses__mean,cpu_core_iTLB-load-misses__std,cpu_core_iTLB-load-misses__max,cpu_core_iTLB-load-misses__med,cpu_core_L1-dcache-load-misses__mean,cpu_core_L1-dcache-load-misses__std,cpu_core_L1-dcache-load-misses__max,cpu_core_L1-dcache-load-misses__med,cpu_core_L1-dcache-loads__mean,cpu_core_L1-dcache-loads__std,cpu_core_L1-dcache-loads__max,cpu_core_L1-dcache-loads__med,cpu_core_L1-dcache-stores__mean,cpu_core_L1-dcache-stores__std,cpu_core_L1-dcache-stores__max,cpu_core_L1-dcache-stores__med,cpu_core_L1-icache-load-misses__mean,cpu_core_L1-icache-load-misses__std,cpu_core_L1-icache-load-misses__max,cpu_core_L1-icache-load-misses__med,cpu_core_LLC-load-misses__mean,cpu_core_LLC-load-misses__std,cpu_core_LLC-load-misses__max,cpu_core_LLC-load-misses__med,cpu_core_LLC-loads__mean,cpu_core_LLC-loads__std,cpu_core_LLC-loads__max,cpu_core_LLC-loads__med,cpu_core_LLC-store-misses__mean,cpu_core_LLC-store-misses__std,cpu_core_LLC-store-misses__max,cpu_core_LLC-store-misses__med,cpu_core_LLC-stores__mean,cpu_core_LLC-stores__std,cpu_core_LLC-stores__max,cpu_core_LLC-stores__med,cpu_core_node-loads__mean,cpu_core_node-loads__std,cpu_core_node-loads__max,cpu_core_node-loads__med
cpu_atom_branch-load-misses__mean,1.0,0.6632479355623006,0.5578023495103935,0.8249539214706317,0.8789550399624151,0.7100539232110661,0.6931979022543434,0.7846261343618918,0.9044094885595593,0.6870012402307947,0.566332907264654,0.7962947096112428,0.798690245987067,0.6392576380944264,0.6405474940644044,0.75591228913036,0.6496777252762621,0.5645128323260149,0.5662064596038258,0.5357408567862197,0.7536616145506806,0.7125494768367899,0.6961275774075311,0.6487430421439045,0.7883499017870035,0.6787767645662054,0.6687179795422622,0.6649495669969413,0.6519145873628692,0.5752338546359661,0.5658399844718054,0.5270008563310874,0.7654804456301436,0.6788539512415456,0.6836924248627668,0.6447333069297454,0.8080351610723154,0.7590079262724578,0.7602669482539566,0.7599977904215756,0.7256711886375183,0.6909672787429663,0.6927807919345116,0.6328304642553533,0.8225971535697545,0.740440552928344,0.7551852660553859,0.7622983579109057,0.8023302777727952,0.7046634652532121,0.7173196872137823,0.7693824258604868,0.7715433038028487,0.6863742498463754,0.6950510229215974,0.655000193137165,0.8055073417665524,0.7579801265084272,0.7545026582355054,0.7613733757145593,0.8159775713585785,0.7376784263767348,0.7438053122728716,0.7636488574256138,0.7503179458372772,0.6726056058419371,0.6634481683095971,0.6605925248960197,0.7228008066487875,0.6681661395495764,0.659666535286054,0.6189603048644093,0.6194436043787804,0.6564479910284924,0.665125243568386,0.5527437050677988,0.8239539614254655,0.6671404233656337,0.5833051383431728,0.616194163964171,0.59954900904964,0.5800090761679613,0.6404959072298645,0.5096120778202531,0.7442783338089107,0.6921620662932486,0.608306759482196,0.6053035908198947,0.5494326618807518,0.5226639161190286,0.5657237788572035,0.4912256138468316,0.5864888616223298,0.5299462061069171,0.5724328221482297,0.4347288334142152,0.736624997429265,0.6314275812670334,0.6173428403099998,0.6495455417331931,0.7483292692633693,0.6523390824919331,0.6535997532310799,0.6366281933639886,0.576360467540656,0.5326104669122623,0.5714827850658503,0.38971470089487953,0.6922456698797301,0.6378100893899736,0.6640293164537062,0.54196330971844,0.6317192493719882,0.6429032263307006,0.7073578650202218,0.5672350685676154,0.5329964030952613,0.5900881553979107,0.5563057893468325,0.472785651010917,0.6333310285405032,0.617542513587289,0.6821218512841133,0.5614440088363106,0.6471376140116493,0.6242732512924541,0.6702065812698592,0.5966297524936228,0.6684056538185319,0.6133442887411754,0.6721142785431726,0.5352317902884005,0.6657472100173832,0.64941745068878,0.6809276680937097,0.5323726393656351,0.6254924410640239,0.634675840800635,0.6991274159175003,0.5631446764440923,0.6247189217388052,0.6090702002046252,0.6633124810424949,0.5563681944633342,0.6333199602899321,0.6609050402849002,0.6660238111615392,0.5276649042318727,0.6810545347686101,0.6691146937120157,0.6568643986407865,0.5743881702545133,0.6641951920698963,0.6624410813402186,0.6671415506280944,0.5630407184513928,0.5341651634382873,0.5926311111214663,0.571861951483863,0.48021185082290885,0.60626155775293,0.6157777595761947,0.670006480659389,0.5694766735204284,0.42024774274764604,0.42407264042884757,0.4081304232197654,0.3519035691741918
cpu_atom_branch-load-misses__std,0.6632479355623007,0.9999999999999998,0.9628265617054734,0.1461270601879124,0.41304688576782955,0.7828485812583483,0.8489121677351156,0.14470723753741005,0.38616959849194865,0.7264383026125791,0.6853967902899745,0.12627632820359047,0.2496481303737798,0.48389458479392,0.5399474195717104,0.11863446030164779,0.38128872864499747,0.7715331855483198,0.7601613648508144,0.0871120850201914,0.37639082137929875,0.7656288683857602,0.7186442345857832,0.12322202066140482,0.38726164934290613,0.8152817183893438,0.8366165855389145,0.09126568771921312,0.37715031827991985,0.7695524170886529,0.7638771788692698,0.06290740134760656,0.3265407997663988,0.7364986007702052,0.7306997536572236,0.06194015693273956,0.24865975592223155,0.4469605015954378,0.45229014997947004,0.12560119554305899,0.25859080596756795,0.6676950478862939,0.6551826235200938,0.06761521606227175,0.25676978094532305,0.5121861705678333,0.5326305441942221,0.10119262881343259,0.2186986866361627,0.44190114320666274,0.5265988303472686,0.12948585035051616,0.3115355424120907,0.7319846093603899,0.7533012072120929,0.0580939861402881,0.2270536635259814,0.4178263576512486,0.4281054825506073,0.12398721073861707,0.2291667931826253,0.47162385436434945,0.49688815545996984,0.10181380105753468,0.2575691061593201,0.6601539039645709,0.6865604184265999,0.06076855842796298,0.26635527828788014,0.664962336565339,0.6710052761008781,0.056265148110224615,0.1311462134574302,0.36539493104490356,0.3980424521217892,0.03478359993853942,0.5297924253733032,0.985070475957283,0.9614568108880037,0.12671929639219587,0.2762323247976556,0.657586956641102,0.7148795300499026,0.08738303287769988,0.3303614191099888,0.760167643379893,0.7006972012975181,0.111926720182134,0.17317713433308093,0.45173223394034506,0.4570876774127286,0.0641746602339712,0.27033923514815067,0.7213303062178006,0.7297713233713521,-0.025208229457201484,0.42743849139636464,0.8150234232655681,0.7516907452932671,0.17433291263768835,0.3576063937910951,0.8231376744360551,0.8131396648538134,0.10367612228580514,0.2542130226019301,0.7083901940337748,0.726335235676966,-0.09394709715903563,0.288152200076973,0.7449838659618144,0.693688437999072,-0.009754898293159932,0.19136875542741244,0.4374009858824472,0.448935737520169,0.08587717769822663,0.08199832205428967,0.3821720912449479,0.3103382994264371,-0.014446620002554892,0.17931047333729935,0.4708476861598437,0.4744693223065418,0.04990182767582234,0.1733454618124515,0.47308524352942893,0.5033878494694388,0.07798986546287605,0.23260852955215147,0.6299887085998932,0.6119667058600688,-0.01472480059141935,0.26872717521100054,0.7754836362858718,0.7186837181422946,0.003496707337728912,0.17429361012728525,0.4096094412185129,0.43277735232501907,0.07953949953250933,0.15678046339606247,0.43619135517813296,0.44439243481246943,0.043449627900636376,0.1503224841160552,0.6112114209065995,0.5985986384591346,-0.029932977210949896,0.3040510969254012,0.6735693084858075,0.6797057811208181,0.07375052860100327,0.2291416399205911,0.680239984855879,0.6326807871473188,0.04335542789838788,0.055503133060689006,0.1820613843351493,0.22464981150559554,0.023312153219825348,0.1141585657761723,0.3268701722384472,0.350545692573503,0.06082912344545688,0.18340657781719646,0.2583301544177867,0.2792254848411893,0.06411138932674311
cpu_atom_branch-load-misses__max,0.5578023495103935,0.9628265617054732,1.0,0.0612188658169602,0.3125068912512034,0.7052874636214332,0.8341379398521654,0.06181552519629845,0.2781787415312409,0.6303372159991496,0.6248302557692544,0.044212323552302216,0.15248608810370695,0.3808057345375877,0.4528663008837468,0.03819201767833921,0.31878343588303426,0.7039958552426349,0.7025886019771942,0.03918410817941112,0.30664126390518814,0.677417456540493,0.6398335435086178,0.07105785949645241,0.3102460956331494,0.7294072802338387,0.772744639086591,0.03544707460451421,0.3150710234440086,0.7019879038578797,0.706659458384427,0.016945274823509555,0.25206951738686323,0.6428899572545653,0.6516199692249747,0.011582538997926356,0.15512272197299196,0.33685689780278383,0.3492007204673856,0.04904340686372342,0.19129881228341958,0.5724608844459635,0.5723236036870257,0.019955705227509425,0.162708837425739,0.4027391281421323,0.42972573011023923,0.02648689615469286,0.1252646840795071,0.33048802546226863,0.4272066798182047,0.05072855538981482,0.2345244564315021,0.6378755101587492,0.6754709252746072,0.0032906132379301686,0.13442321644732189,0.3061851877891984,0.3243374671600587,0.04824676238140464,0.13718134973802346,0.3606247032051244,0.3942827611613648,0.028824861718984376,0.1815221381394768,0.5628817311771436,0.6109199282359119,0.005447220219465693,0.19700856559219806,0.5673051325515125,0.5873889356074788,0.011886091222921648,0.07980216310714043,0.2705100193057573,0.3091040603373664,0.002604716986367543,0.41120568663029644,0.9316804207624385,0.979275088778958,0.023659820963628495,0.19126580917753827,0.5845789212008324,0.6789149587298722,0.0119536693929983,0.21113085736424178,0.6566312792480508,0.6289368034228077,0.009784325038475374,0.08916483872130837,0.36411858238570444,0.3736409788459495,-0.011580378637525703,0.204929871689792,0.6564203908871344,0.6710266793322639,-0.07314292109975817,0.36206093370330433,0.7420094245083655,0.6902340332135953,0.12191503301426466,0.2834545024651787,0.7454173568276918,0.7537639107412033,0.04463121538786437,0.1881287005132824,0.6429877539392379,0.6673584734981283,-0.1393526276324848,0.2191146146087809,0.6594386952552348,0.6181341005308809,-0.05634011165751588,0.09978919290629586,0.3402186629837726,0.3516469028996059,0.005883314693369705,0.04364402039357169,0.3100496458985547,0.24657255371842846,-0.04063001836429703,0.08754075039401267,0.37638003954887844,0.37818103705789075,-0.03024911469169207,0.07802646410172029,0.3709727701058994,0.4079535121892894,-0.0066871857139971114,0.15467217800605096,0.5333665114651964,0.521006051252356,-0.07048140174601782,0.20225501121080539,0.6929315494411534,0.6519769202900924,-0.04428730672767719,0.0845065215308649,0.31248248564665787,0.33317172612364393,0.00014777503899727408,0.06752612303439115,0.3421492982531257,0.3467975033023958,-0.03484954458469483,0.08061011684939455,0.517281893035625,0.5196084426621997,-0.08200114429566986,0.23833406498899792,0.5892445358557078,0.5984362606342964,0.02808848488533295,0.16504287109702764,0.5871970033227017,0.5499567944907271,-0.003117448524774056,0.019826054866235593,0.10921868545545274,0.14974739835485887,0.0032120972609365004,0.05564582288608626,0.22791001123683782,0.25110807915103384,0.018019599928034816,0.13756454441669444,0.2122495082578805,0.231894734052033,0.025527824750828827
cpu_atom_branch-load-misses__med,0.8249539214706318,0.1461270601879124,0.0612188658169602,0.9999999999999999,0.8559997231799622,0.36680720039826226,0.318338464254653,0.9413591424137188,0.9068426919771927,0.3543246696152047,0.23314915859652052,0.9747237621073123,0.8739509270177349,0.48222521730200885,0.445044002699564,0.9225253556923648,0.5730601466356072,0.1655708546400081,0.18014043382114098,0.6489113632053211,0.7030025988680338,0.35579323085334963,0.37463811837543615,0.7623772512388136,0.7480273698891915,0.2837215556512131,0.25881423014240257,0.8131092809373219,0.5798301693784889,0.18223701633993092,0.17714851050946803,0.6560411343468214,0.7601927332026905,0.33690107579315387,0.3538367296516621,0.8079172087046277,0.8929237812376901,0.6722905155906941,0.6685076996577842,0.9276734755623861,0.7574861577625914,0.4033112175608479,0.4212305549656146,0.7850878989943318,0.9017833848912921,0.5915471188981702,0.5979478400488855,0.9478229460992919,0.9027274760838514,0.5982735043433112,0.5543086839864648,0.931292461877251,0.7822463996263909,0.3531034206962637,0.3539372394860063,0.8261445749988875,0.9035647008777518,0.6901155882476043,0.6772682178267345,0.9287787353020946,0.9111745993835776,0.6141591619430821,0.6058893548177633,0.9472327335398054,0.7951431660792818,0.38767650043629226,0.3585010061765417,0.8316669842723506,0.746532001597457,0.37306683771077725,0.361467054019497,0.7751441537683387,0.7091408079145104,0.5802211226807421,0.5716650966430029,0.697793842317175,0.6556108003391943,0.152339653750258,0.08713756131492771,0.6843532242551759,0.5849760721050254,0.2874299739401454,0.3382143650067627,0.6110016158229413,0.7004852370321192,0.3302775554260162,0.27059169776704217,0.6830417545406627,0.5977314041111008,0.35824778086940356,0.4087721378476254,0.6065154682304309,0.5659904712046897,0.15701703564530126,0.2101723948295926,0.5891525047476689,0.6416771870208279,0.21278881655352716,0.24716519637753412,0.7232504157020293,0.7162263486907645,0.24550671011627054,0.2594222899090104,0.7631185141743583,0.5637785726170892,0.16989819116455043,0.21162623176552225,0.5796950665664233,0.6911570688065006,0.28045768263658655,0.3556435464541712,0.7226621692833513,0.6929211584205226,0.5275613748078782,0.5988583378609635,0.6891478731546026,0.630707312141738,0.48183698234219535,0.4944120849066494,0.6271146225027482,0.6900560289274517,0.4570767515548547,0.5415485694273693,0.6940191217633338,0.7225953715030519,0.4705936808091922,0.5081791991016641,0.7308340353447015,0.7011360238052287,0.3333135488001571,0.427701536134375,0.7153971315095029,0.6693990702175422,0.2711239140248398,0.36200733424756726,0.6973233653783474,0.6955884613324832,0.5362033042937252,0.5982654798821886,0.6863946933263265,0.6933314752663414,0.46987146115063394,0.5372945650479913,0.6891769646861143,0.7204129960311251,0.41438195628463964,0.42915959813177124,0.7215283223417603,0.6620271875577516,0.3689815768780208,0.35021944483547307,0.7006991574194764,0.6963135703222112,0.3565676110522015,0.403428835909953,0.7073510643139346,0.6523610581917543,0.6354837191890392,0.5770806258347788,0.6064455340215834,0.702920922442811,0.5559176077542408,0.6156386457789157,0.6973378609890025,0.4179964095234484,0.368353287143663,0.33227733529855313,0.4150265856219785
cpu_atom_branch-loads__mean,0.8789550399624152,0.41304688576782955,0.31250689125120346,0.8559997231799622,0.9999999999999999,0.7409188061127032,0.6500889362266574,0.9200798512630025,0.8705859844575268,0.5409878453885141,0.4150137153528137,0.8285133314212522,0.9497413179869852,0.7795386784109433,0.7172866803794616,0.8870949560975827,0.6570317737584063,0.4330123458219168,0.409845633651691,0.6224246301368701,0.7789199716408477,0.6360997054094931,0.6214327678511977,0.731891354788704,0.8071497415098436,0.5679312575227954,0.5280361441130336,0.7534016589368898,0.6597640077938906,0.44659985331231866,0.408318587726924,0.6153906020113775,0.7913256677497703,0.6036057702129556,0.596858327058171,0.7193243137488755,0.9034265169103562,0.8554166564865849,0.8371947034656273,0.8377746226311027,0.7657666204448503,0.6536679948456268,0.6516725201919628,0.7006931232336023,0.9219792610740529,0.8200525942139092,0.8049719206186764,0.8462567904183398,0.9262162834589446,0.8329091491738886,0.7799049350966364,0.8764990288093231,0.798788782622982,0.5995103930002071,0.5854165162107646,0.7345088308698465,0.8946871723816315,0.8601649795475873,0.8394087371261836,0.8261418402799466,0.9073301549324917,0.8236952906690604,0.8004565220523291,0.8321897449567645,0.790775545008933,0.6144126751029471,0.5750043810655101,0.7353385095916763,0.7702096675867409,0.626454238435437,0.59227435291169,0.69584988181764,0.6807447229106227,0.7256565094395421,0.7091817325125261,0.6101161827634197,0.7030883818657829,0.4267476794428022,0.34481033159551194,0.5983750538624951,0.7860821560671374,0.6297134497730409,0.6672488243073044,0.7179227502101709,0.6821888996733199,0.5386906151485298,0.46340299168009,0.5895139051673117,0.7510939703718238,0.6423172252505255,0.6854081497103695,0.6982005539377925,0.6377240165188558,0.40732126365100046,0.4333258736654644,0.5560368079950375,0.7333174250426298,0.49774586061969417,0.5044857654665325,0.7195689425784466,0.7701919069431326,0.5238617454801698,0.525180914188452,0.7191606269290883,0.6361770963435874,0.41603298007172707,0.43521957769356334,0.5294922341423404,0.7058359681026632,0.535472812196991,0.5739435121964693,0.6207819213986991,0.7964751901732459,0.7335438810037613,0.80322763186001,0.739515671231266,0.5762959034952664,0.6120704046574971,0.5918150525881797,0.5195315226512491,0.7802595067464775,0.6923470345826672,0.7651107111053872,0.7126641505294015,0.8352012015797815,0.7266142790716578,0.7625440337063242,0.7876589426624291,0.6949639202163689,0.5489526151534673,0.6147383508601401,0.6115658108800556,0.7033737202016452,0.535614733371311,0.5894038815878954,0.6307055069174844,0.7910032525581805,0.7318995663872724,0.7942969886006712,0.7313793836392347,0.7702969647281079,0.6947799314445382,0.7512776265218726,0.6996424081830279,0.6984071886446003,0.6163990143610845,0.6183702811235015,0.6263655484811815,0.7407190127093722,0.628584298426288,0.5924474717900551,0.6689884868646787,0.7187846917162057,0.6045295575323889,0.6187200615543208,0.6538934861078687,0.6020925089388103,0.7245475980182898,0.6764377761634227,0.5100457434414021,0.677434893160172,0.6839390940558772,0.7299319141284842,0.624918754133976,0.4799565098355593,0.4720579848282632,0.4465712630537907,0.41644448607598433
cpu_atom_branch-loads__std,0.7100539232110662,0.7828485812583483,0.7052874636214332,0.3668072003982623,0.7409188061127033,1.0,0.9404959342846914,0.4447344065359439,0.5468054602752755,0.6942272633653898,0.6012472455214756,0.34518093479162054,0.6130512438317212,0.8528360190033042,0.8201444105572874,0.41703187803264075,0.4932049202233971,0.7046886554970929,0.6597494151149149,0.27720580294918795,0.5281590322035197,0.8064885429447871,0.7609453361046172,0.32747872466870986,0.5552245566939789,0.818365848730532,0.7829605409557336,0.3202797646123884,0.48809213389077694,0.7081556927302147,0.6618530353542604,0.24828955241350875,0.49778443729471145,0.7799385715856899,0.7460036909962984,0.2693415737885195,0.5280598023762911,0.7471642905185697,0.7235982083148201,0.36203644756605097,0.4362350703895071,0.7626450441099804,0.7353413927759718,0.25981476452376173,0.541074517774248,0.7850710859859394,0.7771812610250262,0.34442286424999846,0.5328469736926534,0.7806008904551259,0.7841390396285889,0.3980908624751559,0.49130842465816743,0.7685948142899546,0.7432186237976728,0.27859537472767415,0.4973102038080621,0.7245970415545759,0.70826282803066,0.3437606856969738,0.5006473488997084,0.750164992734967,0.7454248743809792,0.32477192046908765,0.45721556090307286,0.7420538116747658,0.7071685987027736,0.27944857416444746,0.45055722365649337,0.7624431915906169,0.7271264874099281,0.2473895666549071,0.3039518992235948,0.6073840107813426,0.6106116367207501,0.17538235631762886,0.560476512700129,0.7918268076854112,0.7251703987462527,0.26165054271625593,0.6814096555949393,0.9107569844447944,0.911038856785159,0.4931745638202949,0.43603735679860867,0.7257279609405229,0.639737483306986,0.24943541827915186,0.5965218237971981,0.805101143348077,0.8004976336783779,0.47418924670412127,0.4414821168818275,0.6583707670004113,0.654151678091074,0.20536486526749867,0.5380931290729405,0.7534675754550985,0.7127955433201029,0.36934600771378856,0.5261107840111695,0.7902869430943589,0.7657542164026001,0.33284770696929794,0.435043657252569,0.6545750760586894,0.6545684742364696,0.15241163973205626,0.4397984453012075,0.7445749653130725,0.7000520562018074,0.20380495203388763,0.5545775923158305,0.7328887240956666,0.7414400370947579,0.4379504901657362,0.2220225903415635,0.5274640682957308,0.47199852218059696,0.11792832574793616,0.5082699060727172,0.7304242288796251,0.7600900386660523,0.3610246042943104,0.5751016612940008,0.7908678210027061,0.8034051492328906,0.46221202730152905,0.4182333357827218,0.703564797101097,0.6929092437476436,0.21227505731877172,0.44849293246606414,0.7634203400200232,0.7314606355585624,0.2409244674238743,0.533949518393728,0.7134233825823352,0.7260081488786155,0.42713161860607424,0.47824632398552436,0.7064384955631798,0.7355585383469584,0.3421010578810244,0.3782810187392669,0.7109380007169044,0.6778009215289401,0.22327861502198929,0.49707021209884855,0.7535093403716224,0.7190748888410581,0.28392788304786964,0.4181791913110788,0.7517733208560495,0.7105353752418542,0.2574505621097471,0.21728486519196655,0.4668387330771492,0.467521633923634,0.11412994927640067,0.31474973524108424,0.5777304467591293,0.5938051596756801,0.21828341030941636,0.33816101257764225,0.40971660679477695,0.41674393014437816,0.19125457378496682
cpu_atom_branch-loads__max,0.6931979022543434,0.8489121677351157,0.8341379398521654,0.31833846425465295,0.6500889362266574,0.9404959342846912,0.9999999999999998,0.37514217500192926,0.49814560791917584,0.6755870087890483,0.6163285111166891,0.2967795741079326,0.5132757437458043,0.7296424658341507,0.753051538887825,0.349072468221151,0.46407171317925866,0.6965442625709024,0.6731489151062167,0.2397249012980398,0.5113706299154296,0.7850778518362759,0.7463696343179858,0.30963497031644605,0.5270155700914474,0.792191277191735,0.7934379250768617,0.2935156019530168,0.45897402844044205,0.7001261390129196,0.675750758243735,0.21215260871637248,0.46989703240854525,0.7419051455293378,0.7334210990514528,0.2507683489407144,0.45224111751702506,0.6480039384402668,0.6587773990784099,0.31076273568472074,0.41037228875839366,0.7162038559693088,0.7082741644484255,0.24493232068523638,0.45847888110330826,0.6819242112188127,0.706800569960838,0.28945162774117644,0.44728131117288794,0.6596140158185648,0.7142385758772316,0.3407843339274944,0.4633936117803523,0.7358409445978582,0.7397905945048344,0.25531019104454883,0.42492360573280724,0.6210746331474157,0.6395767221439354,0.3000209613443951,0.42327337299392465,0.6424380420060847,0.6710965982394633,0.2784639527170117,0.42228507949111826,0.6929243768317476,0.6950966838983859,0.254003252659322,0.42107713285874304,0.7106242891135784,0.698698126702061,0.23462687317992467,0.2865460572269306,0.5387739215738986,0.5530681100588946,0.17681548180807793,0.521089065139653,0.840684350461597,0.8383010101324803,0.1981495676162518,0.5517277846849857,0.8399080031106948,0.9188303808616269,0.36221156773903646,0.37382605094711663,0.7004065431021252,0.6438799032873735,0.18523315313470465,0.46065543792340513,0.6922542693808983,0.7154197024502432,0.3418072632597211,0.39085900067771845,0.6502630884398721,0.6627842578518001,0.14826575049626442,0.5295582629450546,0.7565756694800829,0.7202161448257849,0.35085802989288367,0.4963853559895694,0.7761157641718226,0.7746828560582958,0.29915105331078723,0.3799841320849217,0.6455250756519816,0.6622549696519795,0.09042065285981286,0.4142499718685199,0.722704974620624,0.6926989935907056,0.17609294949402735,0.43726175458264227,0.6427766167072638,0.6805176160721063,0.32351751782196086,0.21355199358968008,0.4994595250157164,0.4527515426735846,0.11560640380482014,0.4008003529461612,0.640829830636239,0.6829596831545457,0.26158330136030167,0.4500112142248549,0.6853922967996796,0.7250387982928366,0.34487706696342174,0.37653977467688343,0.662478356903901,0.6652683038317531,0.1701856986050695,0.4184397391384197,0.7445345168657984,0.7288458192578638,0.20769630608286183,0.4195498372953093,0.621457175721186,0.6591622565836404,0.31518130843086517,0.37534962878055234,0.6137557842948758,0.6519298495501931,0.24732538597948803,0.33468749316108415,0.6665375961836733,0.6528406049775681,0.17908385608431657,0.4774965541037444,0.73012483761295,0.6999721934514078,0.2742723919213218,0.3858319851259686,0.7040823219511332,0.6751918874983329,0.2320825754498888,0.21531695956160535,0.4181370766536451,0.4138965884330694,0.13079164759093292,0.2830684595524162,0.48987479233225156,0.5104780305373278,0.20974598786168722,0.3362728011490661,0.3934026806789135,0.3913487220842973,0.20552169062492195
